DOID:0001816	DOID:1115 ! sarcoma
DOID:10989	DOID:4251 ! conjunctival disease
DOID:1099	DOID:10241 ! thalassemia
DOID:10991	DOID:6713 ! cerebrovascular disease
DOID:10992	DOID:639 ! acute disseminated encephalomyelitis
DOID:10997	DOID:9669 ! senile cataract
DOID:110	DOID:5614 ! eye disease
DOID:1100	DOID:229 ! female reproductive system disease
DOID:11014	DOID:3128 ! anus disease
DOID:11028	DOID:10124 ! corneal disease
DOID:11028	DOID:10139 ! conjunctival degeneration
DOID:11029	DOID:10139 ! conjunctival degeneration
DOID:11030	DOID:10124 ! corneal disease
DOID:11031	DOID:11030 ! corneal edema
DOID:11032	DOID:11030 ! corneal edema
DOID:11033	DOID:11030 ! corneal edema
DOID:11034	DOID:11030 ! corneal edema
DOID:11036	DOID:2921 ! glomerulonephritis
DOID:11037	DOID:10935 ! dissociative disorder
DOID:11038	DOID:10935 ! dissociative disorder
DOID:11042	DOID:225 ! syndrome
DOID:11044	DOID:0080015 ! physical disorder
DOID:11049	DOID:850 ! lung disease
DOID:11054	DOID:3996 ! urinary system cancer
DOID:11055	DOID:0050338 ! primary bacterial infectious disease
DOID:1106	DOID:5041 ! esophageal cancer
DOID:11060	DOID:780 ! placenta disease
DOID:1107	DOID:5041 ! esophageal cancer
DOID:11076	DOID:11077 ! brucellosis
DOID:11077	DOID:0050338 ! primary bacterial infectious disease
DOID:11079	DOID:4110 ! parasitic ectoparasitic infectious disease
DOID:1108	DOID:5041 ! esophageal cancer
DOID:11080	DOID:4110 ! parasitic ectoparasitic infectious disease
DOID:11086	DOID:5679 ! retinal disease
DOID:11088	DOID:1579 ! respiratory system disease
DOID:11100	DOID:0050338 ! primary bacterial infectious disease
DOID:11101	DOID:11102 ! bartonellosis
DOID:11102	DOID:0050338 ! primary bacterial infectious disease
DOID:11103	DOID:11104 ! spotted fever
DOID:11104	DOID:0050338 ! primary bacterial infectious disease
DOID:11105	DOID:8501 ! fundus dystrophy
DOID:11111	DOID:5200 ! urinary tract obstruction
DOID:11119	DOID:2769 ! tic disorder
DOID:11120	DOID:10132 ! psychosexual disorder
DOID:11121	DOID:5330 ! dental pulp disease
DOID:11123	DOID:9809 ! hypersensitivity vasculitis
DOID:11125	DOID:2218 ! blood platelet disease
DOID:11126	DOID:1588 ! thrombocytopenia
DOID:11129	DOID:2742 ! auditory system disease
DOID:11130	DOID:10763 ! hypertension
DOID:11132	DOID:47 ! prostate disease
DOID:11133	DOID:11132 ! prostatic hypertrophy
DOID:11134	DOID:1400 ! lacrimal apparatus disease
DOID:1114	DOID:5041 ! esophageal cancer
DOID:11148	DOID:1686 ! glaucoma
DOID:11149	DOID:1686 ! glaucoma
DOID:1115	DOID:0050687 ! cell type cancer
DOID:11151	DOID:0060262 ! gallbladder disease
DOID:11153	DOID:1382 ! miliaria
DOID:11155	DOID:1383 ! sweat gland disease
DOID:11156	DOID:1383 ! sweat gland disease
DOID:1116	DOID:0050339 ! commensal bacterial infectious disease
DOID:11161	DOID:11162 ! respiratory failure
DOID:11162	DOID:850 ! lung disease
DOID:11164	DOID:1237 ! corneal degeneration
DOID:11165	DOID:934 ! viral infectious disease
DOID:11168	DOID:934 ! viral infectious disease
DOID:11175	DOID:930 ! orbital disease
DOID:11177	DOID:10034 ! eye accommodation disease
DOID:11177	DOID:238 ! pupil disease
DOID:11180	DOID:10754 ! otitis media
DOID:11181	DOID:11180 ! non-suppurative otitis media
DOID:11184	DOID:6195 ! conjunctivitis
DOID:11186	DOID:0050292 ! primary systemic mycosis
DOID:11189	DOID:5330 ! dental pulp disease
DOID:11190	DOID:11184 ! acute conjunctivitis
DOID:11193	DOID:11971 ! synostosis
DOID:11195	DOID:974 ! upper respiratory tract disease
DOID:11197	DOID:11184 ! acute conjunctivitis
DOID:11198	DOID:0060388 ! chromosomal deletion syndrome
DOID:11199	DOID:11201 ! parathyroid gland disease
DOID:112	DOID:866 ! vein disease
DOID:11200	DOID:612 ! primary immunodeficiency disease
DOID:11201	DOID:28 ! endocrine system disease
DOID:11202	DOID:13543 ! hyperparathyroidism
DOID:11203	DOID:11204 ! allergic conjunctivitis
DOID:11204	DOID:2475 ! chronic conjunctivitis
DOID:11206	DOID:302 ! substance abuse
DOID:11211	DOID:11212 ! hydrophthalmos
DOID:11212	DOID:0050593 ! primary congenital glaucoma
DOID:11213	DOID:11184 ! acute conjunctivitis
DOID:11217	DOID:5782 ! tympanic membrane disease
DOID:11219	DOID:11184 ! acute conjunctivitis
DOID:11223	DOID:5295 ! intestinal disease
DOID:11227	DOID:934 ! viral infectious disease
DOID:1123	DOID:381 ! arthropathy
DOID:11230	DOID:930 ! orbital disease
DOID:11231	DOID:11230 ! acute orbital inflammation
DOID:11231	DOID:9957 ! periostitis
DOID:11232	DOID:11230 ! acute orbital inflammation
DOID:11233	DOID:11230 ! acute orbital inflammation
DOID:11234	DOID:11230 ! acute orbital inflammation
DOID:11235	DOID:2742 ! auditory system disease
DOID:11239	DOID:10155 ! intestinal cancer
DOID:11240	DOID:4610 ! intestinal benign neoplasm
DOID:11241	DOID:11239 ! appendix cancer
DOID:11242	DOID:8432 ! polycythemia
DOID:11243	DOID:11244 ! neonatal anemia
DOID:11244	DOID:2355 ! anemia
DOID:11245	DOID:1227 ! neutropenia
DOID:11246	DOID:11247 ! disseminated intravascular coagulation
DOID:11247	DOID:2452 ! thrombophilia
DOID:11249	DOID:5113 ! nutritional deficiency disease
DOID:11252	DOID:2355 ! anemia
DOID:11254	DOID:0050480 ! epidemic typhus
DOID:11256	DOID:0050338 ! primary bacterial infectious disease
DOID:11257	DOID:591 ! phobic disorder
DOID:11258	DOID:11102 ! bartonellosis
DOID:11260	DOID:934 ! viral infectious disease
DOID:11262	DOID:0050338 ! primary bacterial infectious disease
DOID:11263	DOID:0050339 ! commensal bacterial infectious disease
DOID:11265	DOID:0050339 ! commensal bacterial infectious disease
DOID:11266	DOID:934 ! viral infectious disease
DOID:11267	DOID:1237 ! corneal degeneration
DOID:11269	DOID:823 ! periapical periodontitis
DOID:11277	DOID:7998 ! hyperthyroidism
DOID:11282	DOID:11086 ! chorioretinal scar
DOID:11283	DOID:11086 ! chorioretinal scar
DOID:11285	DOID:4109 ! tick infestation
DOID:11289	DOID:841 ! extrinsic allergic alveolitis
DOID:1129	DOID:1130 ! pituitary infarct
DOID:11294	DOID:255 ! hemangioma
DOID:11295	DOID:2462 ! retinal vascular disease
DOID:11299	DOID:5976 ! occlusion precerebral artery
DOID:1130	DOID:3646 ! necrosis of pituitary
DOID:11302	DOID:1395 ! schistosomiasis
DOID:11312	DOID:0050822 ! second-degree atrioventricular block
DOID:11315	DOID:1731 ! histoplasmosis
DOID:11316	DOID:3612 ! retinitis
DOID:11320	DOID:934 ! viral infectious disease
DOID:11328	DOID:2468 ! psychotic disorder
DOID:11329	DOID:65 ! connective tissue disease
DOID:11330	DOID:2723 ! dermatitis
DOID:11335	DOID:2916 ! hypersensitivity reaction type IV disease
DOID:11336	DOID:0050338 ! primary bacterial infectious disease
DOID:11337	DOID:0050339 ! commensal bacterial infectious disease
DOID:11338	DOID:0050338 ! primary bacterial infectious disease
DOID:11339	DOID:2473 ! opportunistic mycosis
DOID:1134	DOID:1483 ! gingival disease
DOID:11342	DOID:1237 ! corneal degeneration
DOID:11343	DOID:5614 ! eye disease
DOID:11353	DOID:365 ! bladder disease
DOID:11354	DOID:11353 ! bladder diverticulum
DOID:11354	DOID:11355 ! bladder calculus
DOID:11355	DOID:9590 ! lower urinary tract calculus
DOID:11360	DOID:934 ! viral infectious disease
DOID:11364	DOID:110 ! lens disease
DOID:11367	DOID:110 ! lens disease
DOID:11371	DOID:5353 ! colonic disease
DOID:11372	DOID:5353 ! colonic disease
DOID:11374	DOID:3128 ! anus disease
DOID:11379	DOID:883 ! parasitic helminthiasis infectious disease
DOID:1138	DOID:1140 ! spinal canal and spinal cord meningioma
DOID:11382	DOID:4677 ! keratitis
DOID:11383	DOID:0080015 ! physical disorder
DOID:11385	DOID:93 ! language disorder
DOID:11387	DOID:331 ! central nervous system disease
DOID:11389	DOID:331 ! central nervous system disease
DOID:11390	DOID:6713 ! cerebrovascular disease
DOID:11394	DOID:11162 ! respiratory failure
DOID:11396	DOID:11162 ! respiratory failure
DOID:114	DOID:1287 ! cardiovascular system disease
DOID:1140	DOID:5612 ! spinal cancer
DOID:11400	DOID:2744 ! pyelitis
DOID:11401	DOID:1076 ! chronic pyelonephritis
DOID:11405	DOID:0050338 ! primary bacterial infectious disease
DOID:11406	DOID:1417 ! choroid disease
DOID:1142	DOID:1143 ! exotropia
DOID:11424	DOID:289 ! endometriosis
DOID:11427	DOID:289 ! endometriosis
DOID:11428	DOID:289 ! endometriosis
DOID:11428	DOID:5295 ! intestinal disease
DOID:11429	DOID:289 ! endometriosis
DOID:1143	DOID:540 ! strabismus
DOID:11430	DOID:289 ! endometriosis
DOID:11431	DOID:289 ! endometriosis
DOID:11432	DOID:289 ! endometriosis
DOID:11446	DOID:12528 ! lesion of sciatic nerve
DOID:11450	DOID:9809 ! hypersensitivity vasculitis
DOID:11452	DOID:2383 ! neonatal jaundice
DOID:11457	DOID:936 ! brain disease
DOID:11459	DOID:6713 ! cerebrovascular disease
DOID:11459	DOID:9428 ! intracranial hypertension
DOID:11465	DOID:574 ! peripheral nervous system disease
DOID:11472	DOID:2596 ! larynx cancer
DOID:11476	DOID:0080011 ! bone resorption disease
DOID:1148	DOID:0080015 ! physical disorder
DOID:11481	DOID:1787 ! pericarditis
DOID:11482	DOID:118 ! pericardial effusion
DOID:11486	DOID:11504 ! autonomic neuropathy
DOID:11488	DOID:11465 ! autonomic nervous system disease
DOID:11491	DOID:5113 ! nutritional deficiency disease
DOID:115	DOID:118 ! pericardial effusion
DOID:11502	DOID:61 ! mitral valve disease
DOID:11503	DOID:11504 ! autonomic neuropathy
DOID:11503	DOID:9743 ! diabetic neuropathy
DOID:11504	DOID:11465 ! autonomic nervous system disease
DOID:11506	DOID:10754 ! otitis media
DOID:11507	DOID:8670 ! eating disorder
DOID:11512	DOID:272 ! hepatic vascular disease
DOID:11514	DOID:10944 ! tongue disease
DOID:11516	DOID:114 ! heart disease
DOID:11518	DOID:238 ! pupil disease
DOID:11520	DOID:1073 ! renal hypertension
DOID:11527	DOID:786 ! laryngeal disease
DOID:11541	DOID:1237 ! corneal degeneration
DOID:11543	DOID:9858 ! deep keratitis
DOID:11547	DOID:10124 ! corneal disease
DOID:11549	DOID:225 ! syndrome
DOID:11550	DOID:562 ! third cranial nerve disease
DOID:11552	DOID:10124 ! corneal disease
DOID:11554	DOID:2566 ! corneal dystrophy
DOID:11555	DOID:0060443 ! corneal endothelial dystrophy
DOID:11557	DOID:3697 ! acute transudative otitis media
DOID:11558	DOID:11557 ! acute serous otitis media
DOID:1156	DOID:848 ! arthritis
DOID:11561	DOID:5679 ! retinal disease
DOID:11563	DOID:865 ! vasculitis
DOID:11569	DOID:4737 ! somatoform disorder
DOID:11572	DOID:9470 ! bacterial meningitis
DOID:11573	DOID:0050338 ! primary bacterial infectious disease
DOID:11574	DOID:9470 ! bacterial meningitis
DOID:11577	DOID:574 ! peripheral nervous system disease
DOID:11581	DOID:9368 ! keratoconjunctivitis
DOID:11589	DOID:0050548 ! hereditary sensory neuropathy
DOID:1159	DOID:76 ! stomach disease
DOID:11593	DOID:11054 ! urinary bladder cancer
DOID:11594	DOID:11595 ! scleral staphyloma
DOID:11595	DOID:11343 ! scleral disease
DOID:11599	DOID:11465 ! autonomic nervous system disease
DOID:116	DOID:117 ! heart cancer
DOID:11603	DOID:3463 ! breast disease
DOID:11608	DOID:9471 ! meningitis
DOID:11612	DOID:225 ! syndrome
DOID:11613	DOID:1923 ! sex differentiation disease
DOID:11615	DOID:3856 ! male reproductive organ cancer
DOID:11623	DOID:5330 ! dental pulp disease
DOID:11624	DOID:0060087 ! male reproductive organ benign neoplasm
DOID:11629	DOID:1284 ! prolapse of female genital organ
DOID:11633	DOID:1459 ! hypothyroidism
DOID:11634	DOID:1459 ! hypothyroidism
DOID:11637	DOID:10034 ! eye accommodation disease
DOID:11638	DOID:10034 ! eye accommodation disease
DOID:11638	DOID:9835 ! refractive error
DOID:11653	DOID:4251 ! conjunctival disease
DOID:11656	DOID:8502 ! bullous skin disease
DOID:1166	DOID:225 ! syndrome
DOID:11661	DOID:13399 ! color blindness
DOID:11664	DOID:1073 ! renal hypertension
DOID:11665	DOID:0080014 ! chromosomal disease
DOID:11668	DOID:10120 ! eyelid degenerative disease
DOID:11668	DOID:10123 ! pigmentation disease
DOID:11669	DOID:10120 ! eyelid degenerative disease
DOID:11669	DOID:420 ! hypertrichosis
DOID:11671	DOID:10120 ! eyelid degenerative disease
DOID:11671	DOID:4535 ! hypotrichosis
DOID:11678	DOID:1080 ! filariasis
DOID:1168	DOID:3146 ! lipid metabolism disorder
DOID:11684	DOID:6498 ! seborrheic keratosis
DOID:11685	DOID:6498 ! seborrheic keratosis
DOID:11693	DOID:823 ! periapical periodontitis
DOID:11695	DOID:272 ! hepatic vascular disease
DOID:11695	DOID:866 ! vein disease
DOID:117	DOID:176 ! cardiovascular cancer
DOID:11701	DOID:11702 ! dysgammaglobulinemia
DOID:11702	DOID:6025 ! selective immunoglobulin deficiency disease
DOID:11705	DOID:557 ! kidney disease
DOID:1171	DOID:1168 ! familial hyperlipidemia
DOID:11712	DOID:9352 ! type 2 diabetes mellitus
DOID:11713	DOID:341 ! peripheral vascular disease
DOID:11714	DOID:9351 ! diabetes mellitus
DOID:11716	DOID:9351 ! diabetes mellitus
DOID:11717	DOID:9351 ! diabetes mellitus
DOID:11718	DOID:302 ! substance abuse
DOID:11719	DOID:929 ! myopathy of extraocular muscle
DOID:11719	DOID:9884 ! muscular dystrophy
DOID:1172	DOID:1168 ! familial hyperlipidemia
DOID:11720	DOID:9884 ! muscular dystrophy
DOID:11721	DOID:2747 ! glycogen storage disease
DOID:11722	DOID:450 ! myotonic disease
DOID:11723	DOID:9884 ! muscular dystrophy
DOID:11724	DOID:9884 ! muscular dystrophy
DOID:11725	DOID:630 ! genetic disease
DOID:11726	DOID:9884 ! muscular dystrophy
DOID:11727	DOID:9884 ! muscular dystrophy
DOID:11729	DOID:0050338 ! primary bacterial infectious disease
DOID:11736	DOID:216 ! dental caries
DOID:11746	DOID:11747 ! uterine adnexa cancer
DOID:11747	DOID:363 ! uterine cancer
DOID:11748	DOID:11747 ! uterine adnexa cancer
DOID:11748	DOID:1725 ! peritoneum cancer
DOID:11750	DOID:1116 ! pertussis
DOID:11752	DOID:9724 ! purulent endophthalmitis
DOID:11754	DOID:9799 ! eye degenerative disease
DOID:11755	DOID:0060262 ! gallbladder disease
DOID:11755	DOID:4137 ! common bile duct disease
DOID:11758	DOID:11252 ! microcytic anemia
DOID:11758	DOID:5113 ! nutritional deficiency disease
DOID:11759	DOID:2355 ! anemia
DOID:1176	DOID:0050161 ! lower respiratory tract disease
DOID:11760	DOID:8125 ! osteochondrosis
DOID:11766	DOID:790 ! ocular hypotension
DOID:11771	DOID:9650 ! pathologic nystagmus
DOID:11772	DOID:9799 ! eye degenerative disease
DOID:11776	DOID:9799 ! eye degenerative disease
DOID:11781	DOID:11782 ! astigmatism
DOID:11782	DOID:9835 ! refractive error
DOID:11783	DOID:2742 ! auditory system disease
DOID:11786	DOID:2529 ! splenic disease
DOID:11787	DOID:2529 ! splenic disease
DOID:11793	DOID:1237 ! corneal degeneration
DOID:11797	DOID:3437 ! laryngitis
DOID:118	DOID:0050829 ! pericardium disease
DOID:11801	DOID:5113 ! nutritional deficiency disease
DOID:11809	DOID:11054 ! urinary bladder cancer
DOID:11811	DOID:11054 ! urinary bladder cancer
DOID:11812	DOID:11054 ! urinary bladder cancer
DOID:11813	DOID:11054 ! urinary bladder cancer
DOID:11814	DOID:11054 ! urinary bladder cancer
DOID:11816	DOID:9720 ! vitreous disease
DOID:11816	DOID:9799 ! eye degenerative disease
DOID:11817	DOID:11054 ! urinary bladder cancer
DOID:11818	DOID:11054 ! urinary bladder cancer
DOID:11818	DOID:11819 ! ureter cancer
DOID:11819	DOID:3996 ! urinary system cancer
DOID:11820	DOID:11054 ! urinary bladder cancer
DOID:11821	DOID:11054 ! urinary bladder cancer
DOID:11823	DOID:3021 ! acute kidney failure
DOID:11823	DOID:409 ! liver disease
DOID:11824	DOID:225 ! syndrome
DOID:11829	DOID:11830 ! myopia
DOID:11829	DOID:9799 ! eye degenerative disease
DOID:11830	DOID:9835 ! refractive error
DOID:11831	DOID:5691 ! visual cortex disease
DOID:11832	DOID:1826 ! epilepsy
DOID:11832	DOID:5691 ! visual cortex disease
DOID:11836	DOID:0080006 ! bone development disease
DOID:11838	DOID:11615 ! penile cancer
DOID:11839	DOID:11615 ! penile cancer
DOID:1184	DOID:2527 ! nephrosis
DOID:11840	DOID:3393 ! coronary artery disease
DOID:11843	DOID:3393 ! coronary artery disease
DOID:11847	DOID:3393 ! coronary artery disease
DOID:11850	DOID:9835 ! refractive error
DOID:11851	DOID:1024 ! leprosy
DOID:11853	DOID:1143 ! exotropia
DOID:11864	DOID:1979 ! focal chorioretinitis
DOID:11868	DOID:1240 ! leukemia
DOID:1187	DOID:1188 ! mononeuropathy
DOID:11870	DOID:1289 ! neurodegenerative disease
DOID:11871	DOID:4677 ! keratitis
DOID:11874	DOID:8499 ! night blindness
DOID:11875	DOID:9637 ! stomatitis
DOID:1188	DOID:870 ! neuropathy
DOID:11885	DOID:731 ! urinary system benign neoplasm
DOID:11887	DOID:11885 ! ureteral benign neoplasm
DOID:11888	DOID:956 ! peripheral nerve schwannoma
DOID:11889	DOID:0050671 ! female breast cancer
DOID:119	DOID:120 ! female reproductive organ cancer
DOID:11905	DOID:1245 ! vulva cancer
DOID:11907	DOID:8504 ! impetigo
DOID:11914	DOID:1159 ! functional gastric disease
DOID:11917	DOID:8913 ! dermatophytosis
DOID:1192	DOID:3093 ! nervous system cancer
DOID:11920	DOID:0050615 ! respiratory system cancer
DOID:11934	DOID:0050686 ! organ system cancer
DOID:11949	DOID:649 ! prion disease
DOID:1195	DOID:870 ! neuropathy
DOID:11963	DOID:6050 ! esophageal disease
DOID:11968	DOID:2170 ! vaginitis
DOID:11971	DOID:1934 ! dysostosis
DOID:11975	DOID:1393 ! visual pathway disease
DOID:11976	DOID:0050338 ! primary bacterial infectious disease
DOID:11981	DOID:9970 ! obesity
DOID:11983	DOID:0080014 ! chromosomal disease
DOID:11984	DOID:0060036 ! intrinsic cardiomyopathy
DOID:11988	DOID:11653 ! conjunctival deposit
DOID:11990	DOID:2123 ! tularemia
DOID:11991	DOID:4254 ! osteosclerosis
DOID:11994	DOID:2519 ! testicular disease
DOID:11996	DOID:2519 ! testicular disease
DOID:11997	DOID:48 ! male reproductive system disease
DOID:120	DOID:193 ! reproductive organ cancer
DOID:12001	DOID:11920 ! tracheal cancer
DOID:12002	DOID:11920 ! tracheal cancer
DOID:12003	DOID:4876 ! trachea carcinoma
DOID:1201	DOID:338 ! cranial nerve neoplasm
DOID:12010	DOID:1891 ! optic nerve disease
DOID:12016	DOID:368 ! cerebrum cancer
DOID:12028	DOID:656 ! adrenal adenoma
DOID:12029	DOID:12030 ! panuveitis
DOID:12029	DOID:417 ! hypersensitivity reaction type II disease
DOID:1203	DOID:8646 ! substance-induced psychosis
DOID:12030	DOID:13141 ! uveitis
DOID:12043	DOID:11244 ! neonatal anemia
DOID:12043	DOID:2383 ! neonatal jaundice
DOID:1205	DOID:0060056 ! hypersensitivity reaction disease
DOID:12053	DOID:2473 ! opportunistic mycosis
DOID:12055	DOID:11335 ! sarcoidosis
DOID:12055	DOID:9471 ! meningitis
DOID:1206	DOID:0060040 ! pervasive developmental disorder
DOID:12064	DOID:4691 ! malignant mediastinal neurogenic neoplasm
DOID:12070	DOID:76 ! stomach disease
DOID:12072	DOID:76 ! stomach disease
DOID:12084	DOID:2092 ! transient arthritis
DOID:12087	DOID:11382 ! corneal neovascularization
DOID:1209	DOID:1210 ! optic neuritis
DOID:12096	DOID:0050338 ! primary bacterial infectious disease
DOID:12098	DOID:561 ! trigeminal nerve disease
DOID:121	DOID:229 ! female reproductive system disease
DOID:1210	DOID:1891 ! optic nerve disease
DOID:12105	DOID:6590 ! spondylitis
DOID:12108	DOID:8465 ! retinoschisis
DOID:12117	DOID:850 ! lung disease
DOID:12118	DOID:12119 ! hemosiderosis
DOID:12119	DOID:2351 ! iron metabolism disease
DOID:12120	DOID:850 ! lung disease
DOID:12123	DOID:3770 ! pulmonary fibrosis
DOID:12124	DOID:11343 ! scleral disease
DOID:12125	DOID:9368 ! keratoconjunctivitis
DOID:12128	DOID:8670 ! eating disorder
DOID:12129	DOID:8670 ! eating disorder
DOID:12132	DOID:417 ! hypersensitivity reaction type II disease
DOID:12134	DOID:0050735 ! X-linked disease
DOID:12139	DOID:3324 ! mood disorder
DOID:1214	DOID:5782 ! tympanic membrane disease
DOID:12140	DOID:10113 ! trypanosomiasis
DOID:12143	DOID:365 ! bladder disease
DOID:12144	DOID:365 ! bladder disease
DOID:12145	DOID:365 ! bladder disease
DOID:12148	DOID:1496 ! echinococcosis
DOID:12155	DOID:934 ! viral infectious disease
DOID:12156	DOID:9471 ! meningitis
DOID:12157	DOID:10310 ! viral meningitis
DOID:12161	DOID:8466 ! retinal degeneration
DOID:12162	DOID:12161 ! peripheral retinal degeneration
DOID:12163	DOID:12161 ! peripheral retinal degeneration
DOID:12164	DOID:12161 ! peripheral retinal degeneration
DOID:12165	DOID:12161 ! peripheral retinal degeneration
DOID:12166	DOID:12161 ! peripheral retinal degeneration
DOID:12167	DOID:12161 ! peripheral retinal degeneration
DOID:12168	DOID:572 ! mononeuritis of upper limb and mononeuritis multiplex
DOID:12169	DOID:573 ! nerve compression syndrome
DOID:1217	DOID:883 ! parasitic helminthiasis infectious disease
DOID:12170	DOID:12171 ! radial neuropathy
DOID:12170	DOID:572 ! mononeuritis of upper limb and mononeuritis multiplex
DOID:12171	DOID:1188 ! mononeuropathy
DOID:12175	DOID:12176 ! goiter
DOID:12176	DOID:50 ! thyroid gland disease
DOID:12177	DOID:2583 ! agammaglobulinemia
DOID:12179	DOID:8913 ! dermatophytosis
DOID:1218	DOID:883 ! parasitic helminthiasis infectious disease
DOID:12185	DOID:2952 ! inner ear disease
DOID:1219	DOID:883 ! parasitic helminthiasis infectious disease
DOID:12190	DOID:219 ! colon cancer
DOID:12191	DOID:12190 ! descending colon cancer
DOID:12192	DOID:219 ! colon cancer
DOID:12196	DOID:4677 ! keratitis
DOID:12197	DOID:12196 ! superficial keratitis
DOID:12197	DOID:9368 ! keratoconjunctivitis
DOID:12205	DOID:934 ! viral infectious disease
DOID:12206	DOID:12205 ! dengue disease
DOID:12211	DOID:1080 ! filariasis
DOID:12215	DOID:780 ! placenta disease
DOID:12217	DOID:0050890 ! synucleinopathy
DOID:12217	DOID:1307 ! dementia
DOID:1222	DOID:6227 ! articular cartilage disease
DOID:12223	DOID:2965 ! bursitis
DOID:12225	DOID:381 ! arthropathy
DOID:12234	DOID:76 ! stomach disease
DOID:12236	DOID:0060049 ! autoimmune disease of urogenital tract
DOID:12236	DOID:5082 ! liver cirrhosis
DOID:12237	DOID:9741 ! biliary tract disease
DOID:12239	DOID:4284 ! anal margin carcinoma
DOID:12241	DOID:10241 ! thalassemia
DOID:12246	DOID:11608 ! fungal meningitis
DOID:12252	DOID:3947 ! adrenal gland hyperfunction
DOID:12253	DOID:2998 ! testicular cancer
DOID:12257	DOID:9553 ! adrenal gland disease
DOID:12259	DOID:2214 ! inherited blood coagulation disease
DOID:12265	DOID:10972 ! salpingo-oophoritis
DOID:1227	DOID:12987 ! agranulocytosis
DOID:12270	DOID:5614 ! eye disease
DOID:12271	DOID:240 ! iris disease
DOID:12273	DOID:9835 ! refractive error
DOID:12275	DOID:4223 ! pyoderma
DOID:12276	DOID:2998 ! testicular cancer
DOID:12282	DOID:3875 ! thrombophlebitis
DOID:12286	DOID:2998 ! testicular cancer
DOID:12287	DOID:934 ! viral infectious disease
DOID:1229	DOID:5419 ! schizophrenia
DOID:12294	DOID:3324 ! mood disorder
DOID:12297	DOID:417 ! hypersensitivity reaction type II disease
DOID:12298	DOID:3121 ! gallbladder cancer
DOID:12304	DOID:10123 ! pigmentation disease
DOID:12304	DOID:11653 ! conjunctival deposit
DOID:12305	DOID:10123 ! pigmentation disease
DOID:12306	DOID:417 ! hypersensitivity reaction type II disease
DOID:12307	DOID:11547 ! corneal deposit
DOID:12308	DOID:2741 ! bilirubin metabolic disorder
DOID:12309	DOID:3663 ! cutaneous mastocytosis
DOID:12311	DOID:10123 ! pigmentation disease
DOID:12311	DOID:11547 ! corneal deposit
DOID:12318	DOID:0060441 ! epithelial-stromal TGFBI dystrophy
DOID:12323	DOID:2841 ! asthma
DOID:12325	DOID:12326 ! chronic pulmonary heart disease
DOID:12326	DOID:8515 ! Cor pulmonale
DOID:12328	DOID:11801 ! protein-energy malnutrition
DOID:1233	DOID:1235 ! fetishism
DOID:12332	DOID:48 ! male reproductive system disease
DOID:12333	DOID:48 ! male reproductive system disease
DOID:12335	DOID:48 ! male reproductive system disease
DOID:12336	DOID:48 ! male reproductive system disease
DOID:12337	DOID:9742 ! pelvic varices
DOID:12339	DOID:5875 ! retroperitoneal cancer
DOID:1234	DOID:150 ! disease of mental health
DOID:12341	DOID:5875 ! retroperitoneal cancer
DOID:12342	DOID:5875 ! retroperitoneal cancer
DOID:12347	DOID:2256 ! osteochondrodysplasia
DOID:12349	DOID:790 ! ocular hypotension
DOID:1235	DOID:0060044 ! paraphilia disorder
DOID:12351	DOID:2237 ! hepatitis
DOID:12355	DOID:1679 ! cystitis
DOID:12357	DOID:1468 ! labyrinthitis
DOID:12358	DOID:9739 ! eustachian tube disease
DOID:12359	DOID:930 ! orbital disease
DOID:12360	DOID:930 ! orbital disease
DOID:12361	DOID:0060005 ! autoimmune disease of endocrine system
DOID:12362	DOID:12359 ! endocrine exophthalmos
DOID:12363	DOID:930 ! orbital disease
DOID:12364	DOID:930 ! orbital disease
DOID:12365	DOID:2789 ! parasitic protozoa infectious disease
DOID:12369	DOID:1284 ! prolapse of female genital organ
DOID:12369	DOID:732 ! urethral disease
DOID:1237	DOID:10124 ! corneal disease
DOID:12375	DOID:552 ! pneumonia
DOID:12376	DOID:0060160 ! survival motor neuron spinal muscular atrophy
DOID:12377	DOID:231 ! motor neuron disease
DOID:12382	DOID:2234 ! focal epilepsy
DOID:12384	DOID:100 ! intestinal infectious disease
DOID:12385	DOID:0050338 ! primary bacterial infectious disease
DOID:12386	DOID:2789 ! parasitic protozoa infectious disease
DOID:12387	DOID:11705 ! impaired renal function disease
DOID:12388	DOID:26 ! pancreas disease
DOID:12395	DOID:12397 ! entropion
DOID:12397	DOID:530 ! eyelid disease
DOID:12399	DOID:10937 ! impulse control disorder
DOID:1240	DOID:2531 ! hematologic cancer
DOID:12400	DOID:10937 ! impulse control disorder
DOID:12401	DOID:10937 ! impulse control disorder
DOID:12402	DOID:10937 ! impulse control disorder
DOID:12403	DOID:8913 ! dermatophytosis
DOID:1241	DOID:1242 ! globe disease
DOID:1242	DOID:5614 ! eye disease
DOID:12424	DOID:50 ! thyroid gland disease
DOID:1243	DOID:1245 ! vulva cancer
DOID:12445	DOID:540 ! strabismus
DOID:12449	DOID:2355 ! anemia
DOID:1245	DOID:120 ! female reproductive organ cancer
DOID:12450	DOID:2355 ! anemia
DOID:12451	DOID:620 ! blood protein disease
DOID:12465	DOID:11705 ! impaired renal function disease
DOID:12465	DOID:12466 ! secondary hyperparathyroidism
DOID:12466	DOID:13543 ! hyperparathyroidism
DOID:1247	DOID:74 ! hematopoietic system disease
DOID:12474	DOID:883 ! parasitic helminthiasis infectious disease
